file	destination	classification	blockers	workstreams
com/maddyhome/idea/vim/action/motion/screen/MotionMiddleScreenLineAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/CtrlUpDownAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollColumnLeftAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollColumnRightAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollFirstScreenColumnAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollFirstScreenLineAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollFirstScreenLinePageStartAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollFirstScreenLineStartAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollHalfPageDownAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollHalfPageUpAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollHalfWidthLeftAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollHalfWidthRightAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollLastScreenColumnAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollLastScreenLineAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollLastScreenLinePageStartAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollLastScreenLineStartAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollLineAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollMiddleScreenLineAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollPageDownAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/scroll/MotionScrollPageUpAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/search/GotoDeclarationAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/search/GotoUrlAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/search/SearchAgainNextAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/search/SearchAgainPreviousAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/search/SearchEntryActions.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/search/SearchWholeWordBackwardAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/search/SearchWholeWordForwardAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/search/SearchWordBackwardAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/search/SearchWordForwardAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/select/SelectDeleteAction.kt	jvmMain	direct	W2-awt;W2-keystroke	W2
com/maddyhome/idea/vim/action/motion/select/SelectEnableBlockModeAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/SelectEnableCharacterModeAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/SelectEnableLineModeAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/SelectEnterAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/SelectEscapeAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/SelectToggleSingleVisualCommandAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/SelectToggleVisualMode.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/motion/SelectMotionArrowLeftAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/motion/SelectMotionArrowRightAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/motion/SelectMotionBigWordLeftAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/select/motion/SelectMotionBigWordRightAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/text/AddMisspelledWordAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/text/MotionBigWordLeftAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/text/MotionBigWordRightAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/text/MotionCamelEndAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/text/MotionCamelLeftAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/text/MotionMethodEndAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionMethodStartAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionMisspelledWord.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionNthCharacterAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionParagraphAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionSectionAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionSentenceNextEndAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionSentenceStartAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionUnmatchedAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionWordEndAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/text/MotionWordLeftAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/MotionWordRightAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/text/RemoveMisspelledWordAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/text/SelectMisspelledWordSuggestionAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/updown/MotionArrowDownAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/updown/MotionArrowUpAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/updown/MotionDownActions.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/updown/MotionDownFirstNonSpaceAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/updown/MotionDownLess1FirstNonSpaceAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/updown/MotionGotoLineFirstAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/updown/MotionGotoLineLastAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/updown/MotionGotoLineLastEndAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/updown/MotionPercentOrMatchAction.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/action/motion/updown/MotionShiftDownAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/updown/MotionShiftUpAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/updown/MotionUpActions.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/updown/MotionUpFirstNonSpaceAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/visual/VisualExitModeAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/visual/VisualSelectPreviousAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/visual/VisualSwapEndsAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/visual/VisualSwapSelectionsAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/visual/VisualToggleBlockModeAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/visual/VisualToggleCharacterModeAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/motion/visual/VisualToggleLineModeAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/CloseWindowAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/HorizontalSplitAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/LookupDownAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/LookupUpAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/VerticalSplitAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/WindowAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/WindowNextAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/WindowOnlyAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/tabs/NextTabAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/action/window/tabs/PreviousTabAction.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/AutoCmdService.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/CommandLineCompletion.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/CommandLineCompletionType.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/EngineEditorHelper.kt	jvmMain	direct	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/EngineEditorHelperBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/ExecutionContext.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/ExecutionContextManagerBase.kt	jvmMain	transitive(+2 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/MessageType.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/NativeAction.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/OptionProperties.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/Options.kt)	W4-java-lang	W4
com/maddyhome/idea/vim/api/Options.kt	jvmMain	direct	W4-java-lang	W4
com/maddyhome/idea/vim/api/OptionsPropertiesBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/VimStringParser.kt)	W2-keystroke	W2
com/maddyhome/idea/vim/api/SearchWindowGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/SelectionInfo.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/SpellcheckerService.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/SystemInfoService.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimAbbreviationGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimAbbreviationGroupBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimActionExecutor.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimApplication.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimApplicationBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/VimApplication.kt)	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimCaret.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimCaretBase.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimCaretListener.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/VimCaret.kt)	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimChangeGroup.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimChangeGroupBase.kt	jvmMain	direct	W2-awt;W2-keystroke;W4-java-text-time;W4-java-util	W2,W4
com/maddyhome/idea/vim/api/VimClipboardManager.kt	jvmMain	direct	W2-awt	W2
com/maddyhome/idea/vim/api/VimCommandGroup.kt	jvmMain	transitive(+2 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimCommandGroupBase.kt	jvmMain	transitive(+2 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimCommandLine.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimCommandLineCaret.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimCommandLineService.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimCommandLineServiceBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimDigraphGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimDigraphGroupBase.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/api/VimDocument.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimEditor.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimEditorBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimEditorGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimEnabler.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimExceptionUtil.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimExtensionRegistrator.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimExternalOpener.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimFile.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimFileBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimIndentConfig.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimInjector.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimInjectorBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/common/VimListenersNotifier.kt)	W4-java-util	W4
com/maddyhome/idea/vim/api/VimJumpService.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimJumpServiceBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimKeyGroup.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimKeyGroupBase.kt	jvmMain	direct	W2-awt;W2-keystroke;W3-reflect;W4-java-util	W2,W3,W4
com/maddyhome/idea/vim/api/VimKeymapGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimLookupManager.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimMarkService.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimMarkServiceBase.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/api/VimMessages.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimMessagesBase.kt	jvmMain	transitive(+2 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimModalInput.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimModalInputBase.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimModalInputService.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimMotionGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimMotionGroupBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimOptionGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimOptionGroupBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimOutputPanel.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimOutputPanelService.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimOutputPanelServiceBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimPathExpansion.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimPathExpansionImpl.kt	jvmMain	direct	W4-java-lang	W4
com/maddyhome/idea/vim/api/VimPluginActivator.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimProcessGroup.kt	jvmMain	direct	W4-java-lang	W4
com/maddyhome/idea/vim/api/VimProcessGroupBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/VimProcessGroup.kt)	W4-java-lang	W4
com/maddyhome/idea/vim/api/VimPsiService.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimRedrawService.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimRegexServiceBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/regexp/VimRegex.kt)	W4-java-util	W4
com/maddyhome/idea/vim/api/VimRegexpService.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimScriptExecutorBase.kt	jvmMain	direct	W4-java-io	W4
com/maddyhome/idea/vim/api/VimScriptFunctionServiceBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/vimscript/model/functions/VimscriptFunctionProvider.kt)	W4-java-io	W4
com/maddyhome/idea/vim/api/VimScrollGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimScrollingModel.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimSearchGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimSearchGroupBase.kt	jvmMain	direct	W2-keystroke;W4-java-text-time;W4-java-util	W2,W4
com/maddyhome/idea/vim/api/VimSearchHelper.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/api/VimSearchHelperBase.kt	jvmMain	direct	W4-java-util	W4
com/maddyhome/idea/vim/api/VimStatistics.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimStorageService.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimStorageServiceBase.kt	jvmMain	transitive(+2 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimStringParser.kt	jvmMain	direct	W2-keystroke	W2
com/maddyhome/idea/vim/api/VimStringParserBase.kt	jvmMain	direct	W2-awt;W2-keystroke;W4-java-text-time;W4-java-util	W2,W4
com/maddyhome/idea/vim/api/VimTemplateManager.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimVirtualFile.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimVisualMotionGroup.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimVisualMotionGroupBase.kt	jvmMain	transitive(+1 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimrcFileState.kt	commonMain	-	-	-
com/maddyhome/idea/vim/api/VimscriptExecutor.kt	jvmMain	direct	W4-java-io	W4
com/maddyhome/idea/vim/api/VimscriptFunctionService.kt	jvmMain	transitive(+2 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimscriptParser.kt	jvmMain	transitive(+2 via com/maddyhome/idea/vim/api/EngineEditorHelper.kt)	W4-java-io;W4-java-lang	W4
com/maddyhome/idea/vim/api/VimscriptParserBase.kt	jvmMain	direct	W1-antlr	W1
